subject_nr,count_trial,xpos,ypos,tm
2,16,-532,-341,126880
2,16,-363,-343,126890
2,16,-275,-345,126900
2,16,-185,-352,126910
2,16,-88,-361,126920
2,16,90,-394,126930
2,16,183,-406,126940
2,16,264,-412,126950
2,16,345,-423,126960
2,16,444,-431,126970
2,16,470,-432,126980
2,16,483,-435,126990
2,16,490,-436,127000
2,16,492,-436,127010
2,16,492,-436,127020
2,16,492,-436,127030
2,16,492,-436,127040
2,16,492,-436,127050
2,16,492,-436,127060
2,16,492,-436,127070
2,16,492,-436,127080
2,16,492,-436,127090
2,16,492,-436,127100
2,16,492,-436,127110
2,16,492,-436,127120
2,16,492,-436,127130
2,16,492,-436,127140
2,16,491,-436,127150
2,16,491,-436,127160
2,16,491,-436,127170
2,16,491,-436,127180
2,16,491,-436,127190
2,16,491,-436,127200
2,16,491,-436,127210
2,16,494,-436,127220
2,16,498,-436,127230
2,16,503,-436,127240
2,16,505,-436,127250
2,16,505,-436,127260
2,16,506,-436,127270
2,16,506,-436,127280
2,16,506,-436,127290
2,16,507,-436,127300
2,16,509,-436,127310
2,16,511,-436,127320
2,16,514,-436,127330
2,16,516,-436,127340
2,16,517,-436,127350
2,16,517,-436,127360
2,16,518,-436,127370
2,16,518,-436,127380
2,16,518,-436,127390
2,16,518,-436,127400
2,16,518,-436,127410
2,16,518,-436,127418
2,17,-5,448,135070
2,17,-5,448,135081
2,17,-5,448,135091
2,17,-5,448,135101
2,17,-5,448,135111
2,17,-5,448,135121
2,17,-5,448,135131
2,17,-5,448,135141
2,17,-5,448,135151
2,17,-5,448,135161
2,17,-5,448,135171
2,17,-5,448,135181
2,17,-5,448,135191
2,17,-5,448,135201
2,17,-5,448,135211
2,17,-5,448,135221
2,17,-5,448,135231
2,17,-5,448,135241
2,17,-5,448,135251
2,17,-5,448,135261
2,17,-5,448,135271
2,17,-5,448,135281
2,17,-5,448,135291
2,17,-5,448,135301
2,17,-5,448,135311
2,17,-5,448,135321
2,17,-5,448,135331
2,17,-5,448,135341
2,17,-5,448,135351
2,17,-5,448,135361
2,17,-5,448,135371
2,17,-5,448,135381
2,17,-5,448,135391
2,17,-5,448,135401
2,17,-5,448,135411
2,17,-5,448,135421
2,17,-5,448,135431
2,17,-5,448,135441
2,17,-5,448,135451
2,17,-5,448,135461
2,17,-5,448,135471
2,17,-5,448,135481
2,17,-5,448,135491
2,17,-5,448,135501
2,17,-5,448,135511
2,17,-5,448,135521
2,17,-5,448,135531
2,17,-5,448,135541
2,17,-5,448,135551
2,17,-5,448,135561
2,17,-5,448,135571
2,17,-5,448,135581
2,17,-5,448,135591
2,17,-5,448,135601
2,17,-5,448,135611
2,17,-5,448,135621
2,17,-5,448,135631
2,17,-5,448,135641
2,17,-5,448,135651
2,17,-5,448,135661
2,17,-5,448,135671
2,17,-5,448,135681
2,17,-5,448,135691
2,17,-5,448,135701
2,17,-5,448,135711
2,17,-5,448,135721
2,17,-5,448,135731
2,17,-5,448,135741
2,17,-5,448,135751
2,17,-5,448,135761
2,17,-5,448,135771
2,17,-5,448,135781
2,17,-5,448,135791
2,17,-5,448,135801
2,17,-5,448,135811
2,17,-5,448,135821
2,17,-5,448,135831
2,17,-5,448,135841
2,17,-5,448,135851
2,17,-5,448,135861
2,17,-5,448,135871
2,17,-5,448,135881
2,17,-5,448,135891
2,17,-5,448,135901
2,17,-5,448,135911
2,17,-5,448,135921
2,17,-5,448,135931
2,17,-5,448,135941
2,17,-5,448,135951
2,17,-5,448,135961
2,17,-5,448,135971
2,17,-5,448,135981
2,17,-5,448,135991
2,17,-5,448,136001
2,17,-5,448,136011
2,17,-5,448,136021
2,17,-5,448,136031
2,17,-5,448,136041
2,17,-5,448,136051
2,17,-5,448,136061
2,17,-5,448,136071
2,17,-5,448,136081
2,17,-5,448,136091
2,17,-5,448,136101
2,17,-5,448,136111
2,17,-5,448,136121
2,17,-5,448,136131
2,17,-5,448,136141
2,17,-5,448,136151
2,17,-4,444,136161
2,17,5,426,136171
2,17,18,409,136181
2,17,53,371,136191
2,17,90,329,136201
2,17,206,219,136211
2,17,261,162,136221
2,17,325,111,136231
2,17,377,64,136241
2,17,453,-14,136251
2,17,490,-50,136261
2,17,523,-85,136271
2,17,545,-116,136281
2,17,575,-167,136291
2,17,587,-186,136301
2,17,592,-201,136311
2,17,593,-209,136321
2,17,593,-219,136331
2,17,593,-221,136341
2,17,592,-225,136351
2,17,592,-228,136361
2,17,592,-236,136371
2,17,592,-243,136381
2,17,592,-250,136391
2,17,592,-258,136401
2,17,592,-273,136411
2,17,592,-280,136421
2,17,592,-284,136431
2,17,592,-289,136441
2,17,593,-295,136451
2,17,593,-299,136461
2,17,593,-303,136471
2,17,593,-310,136481
2,17,592,-325,136491
2,17,592,-336,136501
2,17,592,-346,136511
2,17,592,-354,136521
2,17,594,-371,136531
2,17,597,-381,136541
2,17,598,-389,136551
2,17,599,-399,136561
2,17,599,-414,136571
2,17,599,-425,136581
2,17,599,-433,136591
2,17,599,-440,136601
2,17,598,-453,136611
2,17,598,-456,136621
2,17,598,-457,136631
2,17,598,-457,136641
2,17,598,-457,136649
2,18,-32,476,141130
2,18,-32,476,141140
2,18,-32,476,141150
2,18,-32,476,141160
2,18,-32,476,141170
2,18,-32,476,141180
2,18,-32,476,141190
2,18,-32,476,141200
2,18,-32,476,141210
2,18,-32,476,141220
2,18,-32,476,141230
2,18,-32,476,141240
2,18,-32,476,141250
2,18,-32,476,141260
2,18,-32,476,141270
2,18,-32,476,141280
2,18,-32,476,141290
2,18,-32,476,141300
2,18,-32,476,141310
2,18,-32,476,141320
2,18,-32,476,141330
2,18,-32,476,141340
2,18,-32,476,141350
2,18,-32,476,141360
2,18,-32,476,141370
2,18,-32,476,141380
2,18,-32,476,141390
2,18,-32,476,141400
2,18,-32,476,141410
2,18,-32,476,141420
2,18,-32,476,141430
2,18,-32,476,141440
2,18,-32,476,141450
2,18,-32,476,141460
2,18,-32,476,141470
2,18,-32,476,141480
2,18,-32,476,141490
2,18,-32,476,141500
2,18,-32,476,141510
2,18,-32,476,141520
2,18,-32,476,141530
2,18,-32,476,141540
2,18,-32,476,141550
2,18,-32,476,141560
2,18,-32,476,141570
2,18,-32,476,141580
2,18,-32,476,141590
2,18,-32,476,141600
2,18,-32,476,141610
2,18,-32,476,141620
2,18,-32,476,141630
2,18,-32,476,141640
2,18,-32,476,141650
2,18,-32,476,141660
2,18,-32,476,141670
2,18,-32,476,141680
2,18,-32,476,141690
2,18,-32,476,141700
2,18,-32,476,141710
2,18,-32,476,141720
2,18,-32,476,141730
2,18,-32,476,141740
2,18,-32,476,141750
2,18,-32,476,141760
2,18,-32,476,141770
2,18,-32,476,141780
2,18,-32,476,141790
2,18,-32,476,141800
2,18,-32,476,141810
2,18,-32,476,141820
2,18,-32,476,141830
2,18,-32,476,141840
2,18,-32,476,141850
2,18,-32,476,141860
2,18,-32,476,141870
2,18,-32,476,141880
2,18,-32,476,141890
2,18,-32,476,141900
2,18,-32,476,141910
2,18,-32,476,141920
2,18,-32,476,141930
2,18,-32,476,141940
2,18,-32,476,141950
2,18,-32,476,141960
2,18,-32,476,141970
2,18,-32,476,141980
2,18,-32,476,141990
2,18,-32,476,142000
2,18,-32,476,142010
2,18,-32,476,142020
2,18,-32,476,142030
2,18,-32,476,142040
2,18,-32,476,142050
2,18,-32,476,142060
2,18,-32,476,142070
2,18,-32,476,142080
2,18,-32,476,142090
2,18,-32,476,142100
2,18,-32,476,142110
2,18,-28,471,142120
2,18,-13,456,142130
2,18,65,382,142140
2,18,123,312,142150
2,18,214,219,142160
2,18,304,126,142170
2,18,481,-67,142180
2,18,541,-153,142190
2,18,586,-227,142200
2,18,621,-277,142210
2,18,669,-351,142220
2,18,700,-388,142230
2,18,720,-421,142240
2,18,729,-435,142250
2,18,734,-446,142260
2,18,734,-449,142270
2,18,734,-450,142280
2,18,732,-451,142290
2,18,731,-451,142300
2,18,729,-451,142310
2,18,728,-451,142320
2,18,726,-449,142330
2,18,722,-444,142340
2,18,721,-443,142350
2,18,721,-442,142360
2,18,721,-442,142370
2,18,721,-442,142380
2,18,721,-442,142390
2,18,721,-444,142400
2,18,721,-447,142410
2,18,721,-450,142420
2,18,721,-451,142430
2,18,721,-451,142440
2,18,721,-452,142450
2,18,721,-452,142460
2,18,721,-452,142470
2,18,721,-452,142480
2,18,721,-452,142490
2,18,721,-452,142500
2,18,721,-452,142510
2,18,721,-452,142520
2,18,721,-452,142530
2,18,721,-452,142540
2,18,721,-452,142550
2,18,721,-452,142560
2,18,721,-452,142570
2,18,721,-452,142580
2,18,721,-452,142590
2,18,721,-452,142600
2,18,721,-452,142610
2,18,720,-452,142620
2,18,718,-449,142630
2,18,717,-447,142640
2,18,713,-444,142650
2,18,704,-435,142660
2,18,697,-428,142670
2,18,688,-420,142680
2,18,666,-405,142690
2,18,655,-398,142700
2,18,640,-386,142710
2,18,607,-368,142720
2,18,570,-339,142730
2,18,492,-263,142740
2,18,449,-222,142750
2,18,409,-184,142760
2,18,370,-143,142770
2,18,292,-67,142780
2,18,249,-24,142790
2,18,211,14,142800
2,18,136,83,142810
2,18,106,113,142820
2,18,84,139,142830
2,18,75,153,142840
2,18,63,168,142850
2,18,63,171,142860
2,18,63,172,142870
2,18,63,173,142880
2,18,63,174,142890
2,18,63,174,142900
2,18,63,174,142910
2,18,63,174,142920
2,18,63,174,142930
2,18,63,174,142940
2,18,63,174,142950
2,18,63,174,142960
2,18,63,174,142970
2,18,63,174,142980
2,18,63,174,142990
2,18,63,174,143000
2,18,63,174,143010
2,18,63,174,143020
2,18,63,174,143030
2,18,63,174,143040
2,18,63,174,143050
2,18,64,174,143060
2,18,64,174,143070
2,18,64,174,143080
2,18,64,174,143090
2,18,64,174,143100
2,18,64,174,143110
2,18,64,174,143120
2,18,65,174,143130
2,18,65,174,143140
2,18,65,174,143150
2,18,65,174,143160
2,18,65,174,143170
2,18,65,174,143180
2,18,65,174,143190
2,18,65,174,143200
2,18,65,174,143210
2,18,65,174,143220
2,18,65,174,143230
2,18,65,174,143240
2,18,65,174,143250
2,18,65,174,143260
2,18,65,174,143270
2,18,65,174,143280
2,18,65,174,143290
2,18,65,174,143300
2,18,65,174,143310
2,18,65,174,143320
2,18,65,174,143330
2,18,65,174,143340
2,18,65,174,143350
2,18,65,174,143360
2,18,65,174,143370
2,18,65,174,143380
2,18,65,174,143390
2,18,65,174,143400
2,18,65,174,143410
2,18,65,174,143420
2,18,65,174,143430
2,18,65,174,143440
2,18,65,174,143450
2,18,65,174,143460
2,18,65,174,143470
2,18,65,174,143480
2,18,65,174,143490
2,18,65,174,143500
2,18,65,174,143510
2,18,65,174,143520
2,18,65,174,143530
2,18,65,174,143540
2,18,65,174,143550
2,18,65,174,143560
2,18,65,174,143570
2,18,65,174,143580
2,18,65,174,143590
2,18,65,174,143600
2,18,65,174,143610
2,18,65,174,143620
2,18,65,174,143630
2,18,65,174,143640
2,18,65,174,143650
2,18,65,174,143660
2,18,65,174,143670
2,18,65,174,143680
2,18,65,174,143690
2,18,65,174,143700
2,18,65,174,143710
2,18,65,174,143720
2,18,66,173,143730
2,18,70,168,143740
2,18,81,156,143750
2,18,95,133,143760
2,18,139,79,143770
2,18,154,59,143780
2,18,167,48,143790
2,18,173,42,143800
2,18,182,29,143810
2,18,185,18,143820
2,18,193,6,143830
2,18,203,-13,143840
2,18,244,-86,143850
2,18,275,-123,143860
2,18,302,-160,143870
2,18,326,-189,143880
2,18,353,-224,143890
2,18,366,-237,143900
2,18,377,-249,143910
2,18,390,-267,143920
2,18,414,-291,143930
2,18,426,-300,143940
2,18,435,-309,143950
2,18,448,-320,143960
2,18,463,-337,143970
2,18,472,-346,143980
2,18,480,-353,143990
2,18,487,-360,144000
2,18,499,-371,144010
2,18,502,-372,144020
2,18,503,-374,144030
2,18,504,-374,144040
2,18,507,-376,144050
2,18,510,-376,144060
2,18,515,-376,144070
2,18,522,-377,144080
2,18,539,-382,144090
2,18,548,-384,144100
2,18,556,-387,144110
2,18,565,-391,144120
2,18,576,-395,144130
2,18,577,-395,144140
2,18,577,-396,144150
2,18,577,-396,144160
2,18,577,-396,144170
2,18,577,-396,144180
2,18,577,-396,144186
2,19,-22,446,148113
2,19,-22,446,148124
2,19,-22,446,148134
2,19,-22,446,148144
2,19,-22,446,148154
2,19,-22,446,148164
2,19,-22,446,148174
2,19,-22,446,148184
2,19,-22,446,148194
2,19,-22,446,148204
2,19,-22,446,148214
2,19,-22,446,148224
2,19,-22,446,148234
2,19,-22,446,148244
2,19,-22,446,148254
2,19,-22,446,148264
2,19,-22,446,148274
2,19,-22,446,148284
2,19,-22,446,148294
2,19,-22,446,148304
2,19,-22,446,148314
2,19,-22,446,148324
2,19,-22,446,148334
2,19,-22,446,148344
2,19,-22,446,148354
2,19,-22,446,148364
2,19,-22,446,148374
2,19,-22,446,148384
2,19,-22,446,148394
2,19,-22,446,148404
2,19,-22,446,148414
2,19,-22,446,148424
2,19,-22,446,148434
2,19,-22,446,148444
2,19,-22,446,148454
2,19,-22,446,148464
2,19,-20,446,148474
2,19,-20,446,148484
2,19,-20,446,148494
2,19,-20,446,148504
2,19,-20,446,148514
2,19,-20,446,148524
2,19,-20,446,148534
2,19,-20,446,148544
2,19,-20,446,148554
2,19,-20,446,148564
2,19,-20,446,148574
2,19,-20,446,148584
2,19,-20,446,148594
2,19,-20,446,148604
2,19,-20,446,148614
2,19,-20,446,148624
2,19,-20,446,148634
2,19,-20,446,148644
2,19,-20,446,148654
2,19,-20,446,148664
2,19,-20,446,148674
2,19,-20,446,148684
2,19,-20,446,148694
2,19,-20,446,148704
2,19,-20,446,148714
2,19,-20,446,148724
2,19,-20,446,148734
2,19,-20,446,148744
2,19,-20,446,148754
2,19,-20,446,148764
2,19,-20,446,148774
2,19,-20,446,148784
2,19,-20,446,148794
2,19,-20,446,148804
2,19,-20,446,148814
2,19,-20,446,148824
2,19,-20,446,148834
2,19,-20,446,148844
2,19,-20,446,148854
2,19,-20,446,148864
2,19,-20,446,148874
2,19,-20,446,148884
2,19,-20,446,148894
2,19,-20,446,148904
2,19,-20,446,148914
2,19,-20,446,148924
2,19,-20,446,148934
2,19,-20,446,148944
2,19,-20,446,148954
2,19,-20,446,148964
2,19,-20,446,148974
2,19,-20,446,148984
2,19,-20,445,148994
2,19,-21,443,149004
2,19,-27,437,149014
2,19,-34,428,149024
2,19,-57,402,149034
2,19,-89,369,149044
2,19,-127,332,149054
2,19,-163,291,149064
2,19,-247,198,149074
2,19,-287,147,149084
2,19,-325,89,149094
2,19,-369,23,149104
2,19,-465,-90,149114
2,19,-504,-136,149124
2,19,-544,-174,149134
2,19,-582,-212,149144
2,19,-625,-252,149154
2,19,-632,-259,149164
2,19,-637,-265,149174
2,19,-638,-267,149184
2,19,-639,-269,149194
2,19,-639,-269,149204
2,19,-640,-269,149214
2,19,-640,-269,149224
2,19,-640,-270,149234
2,19,-640,-271,149244
2,19,-641,-272,149254
2,19,-641,-274,149264
2,19,-644,-282,149274
2,19,-645,-285,149284
2,19,-647,-291,149294
2,19,-647,-297,149304
2,19,-647,-316,149314
2,19,-647,-329,149324
2,19,-647,-339,149334
2,19,-647,-348,149344
2,19,-647,-365,149354
2,19,-647,-372,149364
2,19,-647,-380,149374
2,19,-647,-388,149384
2,19,-647,-403,149394
2,19,-647,-410,149404
2,19,-647,-416,149414
2,19,-647,-421,149424
2,19,-647,-431,149434
2,19,-647,-434,149444
2,19,-647,-436,149454
2,19,-647,-438,149464
2,19,-647,-438,149474
2,19,-647,-438,149484
2,19,-647,-438,149494
2,19,-647,-438,149497
3,1,-46,439,53196
3,1,-46,439,53206
3,1,-46,439,53216
3,1,-46,439,53226
3,1,-46,439,53236
3,1,-46,439,53246
3,1,-46,439,53256
3,1,-46,439,53266
3,1,-46,439,53276
3,1,-46,439,53286
3,1,-46,439,53296
3,1,-46,439,53306
3,1,-46,439,53316
3,1,-46,439,53326
3,1,-46,439,53336
3,1,-46,439,53346
3,1,-46,439,53356
3,1,-46,439,53366
3,1,-46,439,53376
3,1,-46,439,53386
3,1,-46,439,53396
3,1,-46,439,53406
3,1,-46,439,53416
3,1,-46,439,53426
3,1,-46,439,53436
3,1,-46,439,53446
3,1,-46,439,53456
3,1,-46,439,53466
3,1,-46,439,53476
3,1,-46,439,53486
3,1,-46,439,53496
3,1,-46,439,53506
3,1,-46,439,53516
3,1,-46,439,53526
3,1,-46,439,53536
3,1,-46,439,53546
3,1,-46,439,53556
3,1,-46,439,53566
3,1,-46,439,53576
3,1,-46,439,53586
3,1,-46,439,53596
3,1,-46,439,53606
3,1,-46,439,53616
3,1,-46,439,53626
3,1,-46,439,53636
3,1,-46,439,53646
3,1,-46,439,53656
3,1,-46,439,53666
3,1,-46,439,53676
3,1,-45,439,53686
3,1,-45,439,53696
3,1,-45,439,53706
3,1,-45,439,53716
3,1,-45,439,53726
3,1,-45,438,53736
3,1,-45,438,53746
3,1,-45,436,53756
3,1,-44,433,53766
3,1,-44,430,53776
3,1,-44,426,53786
3,1,-44,421,53796
3,1,-43,409,53806
3,1,-43,403,53816
3,1,-42,397,53826
3,1,-41,390,53836
3,1,-40,379,53846
3,1,-40,374,53856
3,1,-40,368,53866
3,1,-40,360,53876
3,1,-43,344,53886
3,1,-45,336,53896
3,1,-48,327,53906
3,1,-52,316,53916
3,1,-62,298,53926
3,1,-69,287,53936
3,1,-76,276,53946
3,1,-84,262,53956
3,1,-108,239,53966
3,1,-118,230,53976
3,1,-132,220,53986
3,1,-147,207,53996
3,1,-177,187,54006
3,1,-188,178,54016
3,1,-195,171,54026
3,1,-203,164,54036
3,1,-216,152,54046
3,1,-221,147,54056
3,1,-228,142,54066
3,1,-233,138,54076
3,1,-247,130,54086
3,1,-251,128,54096
3,1,-256,125,54106
3,1,-260,120,54116
3,1,-275,108,54126
3,1,-285,104,54136
3,1,-298,98,54146
3,1,-313,91,54156
3,1,-333,81,54166
3,1,-339,76,54176
3,1,-345,74,54186
3,1,-347,74,54196
3,1,-352,74,54206
3,1,-354,74,54216
3,1,-355,74,54226
3,1,-356,73,54236
3,1,-359,68,54246
3,1,-363,60,54256
3,1,-368,50,54266
3,1,-375,38,54276
3,1,-384,16,54286
3,1,-389,6,54296
3,1,-392,-3,54306
3,1,-394,-10,54316
3,1,-394,-27,54326
3,1,-394,-35,54336
3,1,-393,-47,54346
3,1,-392,-61,54356
3,1,-371,-108,54366
3,1,-353,-146,54376
3,1,-336,-178,54386
3,1,-306,-212,54396
3,1,-192,-291,54406
3,1,-107,-335,54416
3,1,-12,-372,54426
3,1,80,-411,54436
3,1,279,-471,54446
3,1,367,-491,54456
3,1,453,-500,54466
3,1,542,-502,54476
3,1,692,-505,54486
3,1,767,-507,54496
3,1,834,-509,54506
3,1,839,-511,54516
3,1,839,-511,54526
3,1,839,-511,54536
3,1,839,-512,54546
3,1,839,-514,54556
3,1,839,-515,54566
3,1,839,-516,54576
3,1,839,-516,54586
3,1,839,-517,54596
3,1,839,-519,54606
3,1,838,-519,54616
3,1,837,-521,54626
3,1,834,-522,54636
3,1,828,-522,54646
3,1,821,-522,54656
3,1,814,-522,54666
3,1,803,-520,54676
3,1,781,-514,54686
3,1,771,-509,54696
3,1,761,-507,54706
3,1,752,-503,54716
3,1,738,-497,54726
3,1,733,-495,54736
3,1,731,-493,54746
3,1,730,-493,54756
3,1,730,-492,54766
3,1,730,-492,54776
3,1,730,-492,54786
3,1,730,-492,54796
3,1,730,-492,54806
3,1,730,-492,54812
3,2,19,371,58476
3,2,19,373,58486
3,2,19,373,58496
3,2,19,373,58506
3,2,19,373,58516
3,2,19,373,58526
3,2,19,373,58536
3,2,19,373,58546
3,2,19,373,58556
3,2,19,373,58566
3,2,19,373,58576
3,2,19,373,58586
3,2,18,373,58596
3,2,18,373,58606
3,2,18,373,58616
3,2,18,373,58626
3,2,18,373,58636
3,2,18,373,58646
3,2,18,373,58656
3,2,18,373,58666
3,2,18,373,58676
3,2,18,373,58686
3,2,19,373,58696
3,2,19,373,58706
3,2,19,373,58716
3,2,19,373,58726
3,2,19,373,58736
3,2,19,373,58746
3,2,19,373,58756
3,2,19,373,58766
3,2,19,373,58776
3,2,20,373,58786
3,2,20,373,58796
3,2,21,373,58806
3,2,22,373,58816
3,2,22,373,58826
3,2,22,373,58836
3,2,23,373,58846
3,2,23,372,58856
3,2,23,372,58866
3,2,23,372,58876
3,2,23,372,58886
3,2,23,372,58896
3,2,24,371,58906
3,2,24,370,58916
3,2,24,370,58926
3,2,24,370,58936
3,2,24,370,58946
3,2,25,370,58956
3,2,25,370,58966
3,2,25,370,58976
3,2,25,370,58986
3,2,25,370,58996
3,2,25,370,59006
3,2,25,370,59016
3,2,25,370,59026
3,2,25,370,59036
3,2,25,370,59046
3,2,25,370,59056
3,2,25,370,59066
3,2,25,370,59076
3,2,25,370,59086
3,2,25,370,59096
3,2,25,370,59106
3,2,25,370,59116
3,2,25,370,59126
3,2,25,370,59136
3,2,25,370,59146
3,2,25,369,59156
3,2,25,369,59166
3,2,25,369,59176
3,2,25,369,59186
3,2,25,367,59196
3,2,25,366,59206
3,2,25,365,59216
3,2,25,364,59226
3,2,28,361,59236
3,2,30,357,59246
3,2,32,354,59256
3,2,36,348,59266
3,2,48,323,59276
3,2,56,312,59286
3,2,63,297,59296
3,2,78,272,59306
3,2,108,211,59316
3,2,129,175,59326
3,2,160,136,59336
3,2,194,98,59346
3,2,258,24,59356
3,2,299,-17,59366
3,2,337,-55,59376
3,2,375,-95,59386
3,2,457,-179,59396
3,2,496,-224,59406
3,2,534,-265,59416
3,2,566,-302,59426
3,2,641,-375,59436
3,2,679,-413,59446
3,2,715,-451,59456
3,2,741,-475,59466
3,2,762,-494,59476
3,2,767,-499,59486
3,2,774,-504,59496
3,2,778,-506,59506
3,2,780,-507,59516
3,2,780,-508,59526
3,2,781,-508,59536
3,2,781,-508,59546
3,2,781,-508,59556
3,2,781,-508,59566
3,2,781,-508,59576
3,2,781,-508,59586
3,2,781,-508,59596
3,2,781,-510,59606
3,2,781,-511,59616
3,2,781,-512,59626
3,2,781,-515,59636
3,2,781,-515,59646
3,2,781,-515,59656
3,2,781,-516,59666
3,2,781,-516,59676
3,2,781,-516,59686
3,2,781,-516,59696
3,2,781,-516,59706
3,2,778,-516,59716
3,2,777,-514,59726
3,2,774,-514,59736
3,2,770,-511,59746
3,2,765,-507,59756
3,2,762,-504,59766
3,2,760,-503,59776
3,2,759,-499,59786
3,2,757,-498,59795
3,3,-20,404,63451
3,3,-20,404,63461
3,3,-20,404,63471
3,3,-20,404,63481
3,3,-20,404,63491
3,3,-20,404,63501
3,3,-20,404,63511
3,3,-20,404,63521
3,3,-20,404,63531
3,3,-20,404,63541
3,3,-20,404,63551
3,3,-20,404,63561
3,3,-20,404,63571
3,3,-20,404,63581
3,3,-20,404,63591
3,3,-20,404,63601
3,3,-20,404,63611
3,3,-20,404,63621
3,3,-20,404,63631
3,3,-20,404,63641
3,3,-20,404,63651
3,3,-20,404,63661
3,3,-19,404,63671
3,3,-19,404,63681
3,3,-19,405,63691
3,3,-19,405,63701
3,3,-19,405,63711
3,3,-19,405,63721
3,3,-19,405,63731
3,3,-19,405,63741
3,3,-19,405,63751
3,3,-19,405,63761
3,3,-19,406,63771
3,3,-19,406,63781
3,3,-19,406,63791
3,3,-19,406,63801
3,3,-19,406,63811
3,3,-19,406,63821
3,3,-19,406,63831
3,3,-19,406,63841
3,3,-19,406,63851
3,3,-19,406,63861
3,3,-19,406,63871
3,3,-19,407,63881
3,3,-19,407,63891
3,3,-19,407,63901
3,3,-19,407,63911
3,3,-19,407,63921
3,3,-19,407,63931
3,3,-19,407,63941
3,3,-19,407,63951
3,3,-19,407,63961
3,3,-19,407,63971
3,3,-19,407,63981
3,3,-19,407,63991
3,3,-19,407,64001
3,3,-19,407,64011
3,3,-19,407,64021
3,3,-19,407,64031
3,3,-19,407,64041
3,3,-19,407,64051
3,3,-19,407,64061
3,3,-19,407,64071
3,3,-19,407,64081
3,3,-19,407,64091
3,3,-19,407,64101
3,3,-19,407,64111
3,3,-19,407,64121
3,3,-19,407,64131
3,3,-19,407,64141
3,3,-19,407,64151
3,3,-19,407,64161
3,3,-19,407,64171
3,3,-19,407,64181
3,3,-19,407,64191
3,3,-19,407,64201
3,3,-19,407,64211
3,3,-19,407,64221
3,3,-19,407,64231
3,3,-19,407,64241
3,3,-19,407,64251
3,3,-19,405,64261
3,3,-19,404,64271
3,3,-19,403,64281
3,3,-19,402,64291
3,3,-19,399,64301
3,3,-19,395,64311
3,3,-17,386,64321
3,3,-10,375,64331
3,3,19,336,64341
3,3,45,300,64351
3,3,84,260,64361
3,3,125,216,64371
3,3,203,126,64381
3,3,244,82,64391
3,3,280,45,64401
3,3,311,8,64411
3,3,360,-62,64421
3,3,385,-96,64431
3,3,409,-129,64441
3,3,424,-154,64451
3,3,445,-189,64461
3,3,450,-202,64471
3,3,450,-213,64481
3,3,449,-221,64491
3,3,435,-232,64501
3,3,425,-236,64511
3,3,409,-241,64521
3,3,393,-244,64531
3,3,349,-248,64541
3,3,320,-250,64551
3,3,298,-250,64561
3,3,273,-250,64571
3,3,214,-250,64581
3,3,184,-250,64591
3,3,153,-249,64601
3,3,121,-247,64611
3,3,55,-239,64621
3,3,21,-230,64631
3,3,-11,-223,64641
3,3,-47,-212,64651
3,3,-114,-193,64661
3,3,-148,-180,64671
3,3,-184,-169,64681
3,3,-218,-161,64691
3,3,-282,-142,64701
3,3,-314,-135,64711
3,3,-330,-132,64721
3,3,-342,-131,64731
3,3,-369,-127,64741
3,3,-377,-126,64751
3,3,-380,-126,64761
3,3,-381,-126,64771
3,3,-381,-126,64781
3,3,-381,-126,64791
3,3,-381,-126,64801
3,3,-381,-126,64811
3,3,-379,-126,64821
3,3,-377,-126,64831
3,3,-374,-127,64841
3,3,-369,-129,64851
3,3,-351,-134,64861
3,3,-334,-139,64871
3,3,-313,-150,64881
3,3,-279,-164,64891
3,3,-180,-207,64901
3,3,-123,-237,64911
3,3,-49,-274,64921
3,3,35,-313,64931
3,3,215,-401,64941
3,3,302,-442,64951
3,3,383,-471,64961
3,3,438,-488,64971
3,3,528,-505,64981
3,3,568,-506,64991
3,3,601,-506,65001
3,3,629,-506,65011
3,3,661,-509,65021
3,3,668,-511,65031
3,3,672,-512,65041
3,3,672,-513,65051
3,3,672,-513,65061
3,3,671,-514,65071
3,3,671,-515,65081
3,3,670,-515,65091
3,3,667,-517,65101
3,3,667,-517,65111
3,3,667,-517,65121
3,3,666,-517,65131
3,3,666,-517,65141
3,3,666,-517,65151
3,3,666,-517,65161
3,3,666,-517,65171
3,3,666,-517,65181
3,3,666,-517,65191
3,3,666,-517,65201
3,3,664,-516,65211
3,3,658,-511,65221
3,3,654,-507,65231
3,3,650,-503,65241
3,3,648,-501,65251
3,3,642,-494,65261
3,3,641,-491,65271
3,3,639,-489,65281
3,3,639,-488,65291
3,3,638,-485,65301
3,3,638,-485,65311
3,3,637,-483,65321
3,3,637,-482,65331
3,3,637,-481,65341
3,3,637,-481,65351
3,3,637,-481,65361
3,3,637,-481,65371
3,3,637,-481,65371
3,4,-17,414,68963
3,4,-17,414,68973
3,4,-17,415,68983
3,4,-17,415,68993
3,4,-17,415,69003
3,4,-17,415,69013
3,4,-17,415,69023
3,4,-17,415,69033
3,4,-17,415,69043
3,4,-17,415,69053
3,4,-17,415,69063
3,4,-17,415,69073
3,4,-17,415,69083
3,4,-17,415,69093
3,4,-17,415,69103
3,4,-17,415,69113
3,4,-16,415,69123
3,4,-15,415,69133
3,4,-15,415,69143
3,4,-15,415,69153
3,4,-15,415,69163
3,4,-14,415,69173
3,4,-14,415,69183
3,4,-13,414,69193
